,train_loss,train_acc,val_loss,val_acc
0,2.3361270887586807,0.1668888888888889,0.018296941900253296,0.2048
1,2.2403901211208765,0.21682222222222222,0.01760877890586853,0.2216
2,2.205458276028103,0.23084444444444444,0.017669606399536134,0.228
3,2.185303040907118,0.24973333333333333,0.017473631858825684,0.2566
4,2.1718459686279297,0.25851111111111114,0.01725642774105072,0.2706
5,2.1524083841959634,0.26884444444444444,0.018328987550735473,0.2612
6,2.133896538289388,0.2773111111111111,0.01761938452720642,0.279
7,2.117990897962782,0.28675555555555554,0.017220722770690918,0.2814
8,2.1113240817599825,0.2922666666666667,0.017344760012626647,0.3006
9,2.0964497026231554,0.2998,0.016946567916870117,0.2906
10,2.0866512973361546,0.30644444444444446,0.01669120717048645,0.3008
11,2.073232083129883,0.3131333333333333,0.016904506826400757,0.2986
12,2.0682987616644963,0.31722222222222224,0.01676563560962677,0.317
13,2.0592874535454646,0.32306666666666667,0.017222763800621033,0.3178
14,2.045557357788086,0.3284666666666667,0.01668193078041077,0.316
15,2.0403971550835505,0.3314,0.016509090995788574,0.3214
16,2.031956302218967,0.3338888888888889,0.01662692403793335,0.3278
17,2.0242324476453994,0.3396888888888889,0.016594570660591126,0.3314
18,2.0163141106499567,0.3433555555555556,0.016640575814247133,0.3198
19,2.0092996588812935,0.3452222222222222,0.01668888986110687,0.3278
20,2.001304867553711,0.34944444444444445,0.016505672454833985,0.3362
21,1.9947745693630643,0.3529111111111111,0.01656944103240967,0.3256
22,1.9897386071099175,0.3565111111111111,0.01642362458705902,0.3402
23,1.9858191131591796,0.35657777777777777,0.01654827961921692,0.326
24,1.9746180267333984,0.36164444444444444,0.016446716380119325,0.3338
25,1.9685673953586154,0.36504444444444445,0.016679976177215575,0.3304
26,1.962900629679362,0.3662888888888889,0.01636515648365021,0.35
27,1.9545962331136069,0.37024444444444443,0.016540139746665954,0.335
28,1.9455413706461588,0.3751555555555556,0.01657016751766205,0.3328
29,1.9392217966715495,0.3738,0.016561569619178772,0.3364
30,1.8822016404893662,0.3976222222222222,0.016251340985298155,0.356
31,1.8568707607693142,0.4050666666666667,0.01661901185512543,0.3492
32,1.8446409454345702,0.41024444444444447,0.01646773307323456,0.356
33,1.8349713762071398,0.4114888888888889,0.016464294362068175,0.356
34,1.8235174302842883,0.41455555555555557,0.01681141049861908,0.347
35,1.8171858140733508,0.41746666666666665,0.016805777311325074,0.3512
36,1.8120570454915366,0.41815555555555556,0.016856821823120118,0.348
37,1.8049992234971788,0.42035555555555554,0.01677377233505249,0.3476
38,1.7928504313151041,0.4222222222222222,0.017124399948120116,0.3424
39,1.7901847011990017,0.42217777777777776,0.017060622715950012,0.3508
40,1.781275084092882,0.4272222222222222,0.017001143264770507,0.3496
41,1.7744908572726779,0.42991111111111113,0.01732598066329956,0.3354
42,1.7634527197943792,0.4314222222222222,0.0172288400888443,0.3394
43,1.7586098320855035,0.4311111111111111,0.017279013419151307,0.3382
44,1.7539667541503907,0.43455555555555553,0.01727894194126129,0.3442
45,1.7410192433675131,0.43851111111111113,0.017268384885787965,0.341
46,1.7340135647243924,0.4389111111111111,0.017470980072021483,0.3374
47,1.7225753211127388,0.4399777777777778,0.017647883129119874,0.3394
48,1.7150480499267577,0.44477777777777777,0.01786609616279602,0.331
49,1.7054755425347223,0.44593333333333335,0.01770555100440979,0.3324
50,1.6997678276909722,0.44682222222222223,0.01779565849304199,0.3292
51,1.6922345594618056,0.4478666666666667,0.01771871917247772,0.3298
52,1.6780468519422742,0.4539111111111111,0.01801505136489868,0.328
53,1.6705178103976779,0.4572222222222222,0.017837866067886354,0.3308
54,1.6547705780029296,0.4589111111111111,0.018049249458312988,0.328
55,1.6481817494710287,0.45926666666666666,0.018235861659049987,0.323
56,1.629750486924913,0.4681111111111111,0.017970349025726317,0.3218
57,1.6236892632378472,0.46646666666666664,0.018568751430511475,0.3178
58,1.6115309122721355,0.4718222222222222,0.018420780801773073,0.3184
59,1.6003035447862413,0.47402222222222223,0.018249260115623472,0.3208
60,1.5328606370713975,0.49406666666666665,0.018406744575500487,0.3228
61,1.510830770195855,0.5013555555555556,0.018804470777511597,0.3178
62,1.5056818810356989,0.502,0.018729343819618226,0.3156
63,1.4974472574869793,0.5049555555555556,0.01909735851287842,0.3158
64,1.4884913543701173,0.5068,0.019046429347991944,0.3128
65,1.4806747212727864,0.5117111111111111,0.019197359704971315,0.308
66,1.4706631822374132,0.5146888888888889,0.019244785928726197,0.301
67,1.470471314154731,0.5138444444444444,0.01939251251220703,0.3158
68,1.4716942142062717,0.5110222222222223,0.01923838486671448,0.3098
69,1.4620696519639758,0.5177333333333334,0.019409747409820557,0.3186
70,1.4627104109022353,0.5176444444444445,0.019621834278106688,0.3116
71,1.4538210188123915,0.5204444444444445,0.01925263669490814,0.3076
72,1.450560082329644,0.5187111111111111,0.01948964147567749,0.3082
73,1.4440433007134332,0.5227111111111111,0.019545064544677734,0.2954
74,1.4398505910237631,0.5236,0.019593565702438354,0.305
75,1.4410063564724391,0.5248,0.019469673705101012,0.306
76,1.4358971483018663,0.5228666666666667,0.0192883855342865,0.3056
77,1.4262242750379774,0.5261555555555556,0.01959293637275696,0.2966
78,1.4231654639350044,0.5285333333333333,0.019593300104141235,0.3074
79,1.4208753129747178,0.5274888888888889,0.019611679673194885,0.3016
80,1.4200871209038628,0.5304222222222222,0.0196388689994812,0.3098
81,1.4151711883544922,0.5307555555555555,0.019836034965515136,0.3074
82,1.414686461046007,0.5326888888888889,0.019899925804138182,0.2992
83,1.4024338382297092,0.5334,0.01989429407119751,0.308
84,1.4021107635498047,0.5334444444444445,0.01985479679107666,0.2996
85,1.3987733612060547,0.5373777777777777,0.019998913621902467,0.2992
86,1.3993337982177734,0.5351111111111111,0.020143225479125976,0.3072
87,1.3909763288709853,0.5392666666666667,0.020016323113441467,0.2996
88,1.3889282643636067,0.5403333333333333,0.019826472210884093,0.3016
89,1.3882100979275174,0.5407111111111111,0.02024531669616699,0.306
90,1.3796184288872613,0.5437555555555555,0.02022325105667114,0.2904
91,1.3793874247233073,0.5414888888888889,0.02019624900817871,0.2976
92,1.3673756588406032,0.5467111111111111,0.02025514373779297,0.2986
93,1.3681807250976563,0.5448444444444445,0.02008746564388275,0.2976
94,1.3686109466552734,0.5439555555555555,0.020199128198623656,0.2968
95,1.3588264655219184,0.5484444444444444,0.020339268970489502,0.2898
96,1.3594552602132162,0.5467777777777778,0.020102570033073426,0.292
97,1.348311717054579,0.5514666666666667,0.02043614640235901,0.298
98,1.3466166446261936,0.5499111111111111,0.020368559646606447,0.2974
99,1.34454552476671,0.5520666666666667,0.020725122022628783,0.3006
100,1.3411882466634115,0.5545777777777777,0.020571996116638184,0.2938
101,1.334135420735677,0.5562,0.020505540132522582,0.3048
102,1.332546731906467,0.5573333333333333,0.020390797352790833,0.2936
103,1.333254362318251,0.5557333333333333,0.02099903964996338,0.2994
104,1.3245975172254774,0.5587111111111112,0.020702574110031128,0.3016
105,1.3253761355929905,0.5572666666666667,0.020640441465377808,0.2922
106,1.3172872016059027,0.5595777777777777,0.02075928783416748,0.2976
107,1.3125332495795357,0.5643333333333334,0.020802858924865723,0.3
108,1.3139025588989257,0.5625777777777777,0.020548308515548706,0.2966
109,1.3120423580593532,0.5631777777777778,0.02080407681465149,0.2998
110,1.3137716108534072,0.5628888888888889,0.021092018747329713,0.2884
111,1.307719058227539,0.5640222222222222,0.020577048349380494,0.3022
112,1.305139751349555,0.5631111111111111,0.02078647127151489,0.292
113,1.29931365492079,0.5662222222222222,0.02086414256095886,0.2948
114,1.2929878712972005,0.5697111111111111,0.021115197515487672,0.2938
115,1.2871465423583985,0.5696222222222223,0.02090401029586792,0.2782
116,1.286566770087348,0.5700888888888889,0.021094010972976685,0.2798
117,1.2714932295057508,0.5734666666666667,0.020671049976348877,0.3004
118,1.2739523196750218,0.5763111111111111,0.021051269221305846,0.2874
119,1.279594457329644,0.5694666666666667,0.021337548112869264,0.2898
120,1.2703679792616103,0.5741333333333334,0.021271358585357666,0.289
121,1.2637182501898871,0.5775777777777777,0.02098504819869995,0.2986
122,1.2575162540011935,0.5803777777777778,0.021246418809890748,0.2824
123,1.2534085050794814,0.5804444444444444,0.020929484367370604,0.2958
124,1.2530919592963325,0.5785333333333333,0.02153604402542114,0.2818
125,1.2495954696655274,0.5842666666666667,0.021253173828125,0.2852
126,1.24219064839681,0.5844222222222222,0.021345807695388793,0.2864
127,1.2409137651231554,0.5838444444444445,0.02173748335838318,0.284
128,1.2363599280463324,0.5836444444444444,0.021317495393753053,0.2854
129,1.2317612572564018,0.5873555555555555,0.02171219687461853,0.2874
130,1.229428597852919,0.5890888888888889,0.021638290405273437,0.2824
131,1.2238408935546874,0.5858,0.021777842092514037,0.2906
132,1.2234261528862846,0.5900888888888889,0.02159827170372009,0.2866
133,1.2171232396443685,0.5921333333333333,0.021823081970214844,0.2766
134,1.210309459092882,0.5943333333333334,0.02171952781677246,0.2878
135,1.2075757646348741,0.5948222222222223,0.021864266538619996,0.2846
136,1.2007186965942382,0.5972444444444445,0.021594964027404785,0.2834
137,1.204238275994195,0.5988,0.021840868663787844,0.2832
138,1.1973549675835504,0.5980222222222222,0.02196052827835083,0.2922
139,1.1860594855414497,0.6036222222222222,0.021702627992630005,0.2852
140,1.1894076432969836,0.6007777777777777,0.022128109741210936,0.2908
141,1.1851711295233833,0.6061333333333333,0.021985395002365113,0.2818
