,train_loss,train_acc,val_loss,val_acc
0,1.081537776099311,0.6302407407407408,0.004902305195728937,0.7728333333333334
1,0.6244663181304931,0.7707037037037037,0.004646027038494746,0.7786666666666666
2,0.5863541384096499,0.7800925925925926,0.004511037667592367,0.7846666666666666
3,0.5683690722430194,0.7843703703703704,0.004498664577802023,0.7858333333333334
4,0.5597417098151313,0.7861666666666667,0.004460470284024874,0.7878333333333334
5,0.5485145318773058,0.7880370370370371,0.004413894593715668,0.7868333333333334
6,0.542155220384951,0.7895740740740741,0.004336013585329056,0.7891666666666667
7,0.5362127750538014,0.7904629629629629,0.004377306868632635,0.7878333333333334
8,0.5306764796928123,0.7922777777777777,0.004354842339952787,0.7861666666666667
9,0.526901173626935,0.7923888888888889,0.004318863684932391,0.7895
10,0.523309603161282,0.7933703703703704,0.004378268678983052,0.7855
11,0.5187068090792055,0.7940555555555555,0.004343710407614708,0.7871666666666667
12,0.5162275198477286,0.7940185185185186,0.004383821174502373,0.7876666666666666
13,0.5108662390532317,0.7951481481481482,0.004408460249503454,0.7885
14,0.506633371423792,0.7963148148148148,0.00446384242673715,0.7833333333333333
15,0.5043819905740243,0.7967592592592593,0.004357842147350311,0.7861666666666667
16,0.5013501358032226,0.7974259259259259,0.004404541303714116,0.7828333333333334
17,0.4986989395706742,0.7983148148148148,0.0043967093974351884,0.7843333333333333
18,0.4935720785635489,0.7991851851851852,0.004632669175664583,0.7808333333333334
19,0.4903610980422409,0.8008703703703703,0.0044611542125542955,0.7835
20,0.4850130965621383,0.8010185185185185,0.004527035842339198,0.7801666666666667
21,0.48177764214409724,0.8016851851851852,0.004504707917571068,0.7801666666666667
22,0.4781435500957348,0.8026851851851852,0.004506936897834142,0.779
23,0.4729320410269278,0.8038148148148148,0.004564672340949376,0.7785
24,0.47082391067787455,0.8055925925925926,0.004649215340614319,0.7748333333333334
25,0.4679804239626284,0.805037037037037,0.004729214906692505,0.7741666666666667
26,0.4624042064525463,0.8083148148148148,0.004844645162423452,0.757
27,0.4605635057378698,0.8069259259259259,0.004854184791445732,0.7493333333333333
28,0.4557004827570032,0.8093518518518519,0.004906975731253624,0.7655
29,0.4505628573099772,0.811,0.0049239750256141026,0.7603333333333333
30,0.4043614629816126,0.8264814814814815,0.0050013166169325515,0.7623333333333333
31,0.3900789152781169,0.8326851851851852,0.0050991136034329735,0.758
32,0.3834517400882862,0.8358518518518518,0.005150634666283925,0.7606666666666667
33,0.3792195401368318,0.8374074074074074,0.005234087030092875,0.7555
34,0.3747802419309263,0.840037037037037,0.005279046143094698,0.7553333333333333
35,0.3712202614678277,0.8411111111111111,0.005331920762856802,0.7556666666666667
36,0.36769514486524796,0.8432222222222222,0.005390666643778483,0.752
37,0.36442769121240687,0.8448518518518519,0.005446254312992096,0.746
38,0.3610744768072058,0.8462037037037037,0.005481310427188873,0.7475
39,0.35868744299146865,0.8473333333333334,0.005559818347295125,0.7476666666666667
40,0.35501384925842283,0.85,0.005639154185851415,0.7401666666666666
41,0.3527521988550822,0.8505925925925926,0.005674576709667842,0.7423333333333333
42,0.34972119935353596,0.8519629629629629,0.005717431118090948,0.7458333333333333
43,0.34624350915131746,0.8537777777777777,0.005769953856865565,0.745
44,0.3438599834795351,0.8542962962962963,0.005801789065202077,0.7445
45,0.3408618345613833,0.8566111111111111,0.005903805037339528,0.7355
46,0.3383079483597367,0.8572037037037037,0.005940296456217766,0.7413333333333333
47,0.33492797992847584,0.8588518518518519,0.005978780120611191,0.7371666666666666
48,0.331488928688897,0.8607407407407407,0.006070540934801102,0.7306666666666667
49,0.3294524637858073,0.8616111111111111,0.006132179076472918,0.733
50,0.3267520459139789,0.8629814814814815,0.00613049852848053,0.732
51,0.3243081176545885,0.8641666666666666,0.006140856961409251,0.7245
52,0.32122592590473314,0.8649074074074075,0.006296564976374308,0.7353333333333333
53,0.3179783089602435,0.8676666666666667,0.0063778281211853026,0.7341666666666666
54,0.3149633792594627,0.8686666666666667,0.0064259594877560935,0.7311666666666666
55,0.3118446287225794,0.8701111111111111,0.0064521316389242805,0.7286666666666667
56,0.3097483319529781,0.8704814814814815,0.006563346912463506,0.7248333333333333
57,0.30766013622283933,0.8711666666666666,0.00659167625506719,0.7235
58,0.3045767630117911,0.8730185185185185,0.006656037519375483,0.726
59,0.30144610913594566,0.8747962962962963,0.006665536721547445,0.7193333333333334
